target_word,sentence_1_id,sentence_1,sentence_2_id,sentence_2,era_group,[Bewertung]
meerwasser,4618019,"Auf Amboina erhielt ich zwei lebende Exemplare , die einige Tage in einem grossen Gefäss mit Meerwasser lebend blieben , sie hielten sich aber ruhig am Grunde desselben und ich konnte keine andere Bewegung an ihnen wahrnehmen , als dass die sogenannte Kappe bald etwas mehr , bald etwas weniger weit einwärts vom Schalenrande sich befand .",4487326,"Dasselbe würde geschehen , wenn in die mit Tages- oder Meerwasser gefüllten Spalten aufsteigendes glühendes Magma eintritt .",Late-Late,4
zeughaus,552168,Zwey Sterne / deren krafft auf krancke hertzen flieſſet ; Zwey Lichter / ſo die Nacht der liebenden zerſtreun ; Ein offnes Paradieß / doch daß ſich ſelbſt verſchlieſſet Wenn die begierde will ſein reines Feld entweihn ; Ein Brunn / aus dem bald zorn / bald lieb u. hoffnung qvillet ; Ein ſchoͤnes wetter-glaß / das hitz und kaͤlte fuͤhlt ; Ein Koͤcher / der mit zorn und luſt iſt angefuͤllet ; Ein bogen / der niemals wohin vergebens zielt ; Ein Zeughauß / wo Geſchoß und Siegeswaffen liegen ; Ein Schloß / das in der hoͤh iſt in ein thal gebaut ; Ein thurm / an welchem ſich die Schiffenden vergnuͤgen / Wenn ihre Sehnſucht hier die liebes-ampel ſchaut ; Zwo kertzen / die der GOtt der lieb ’ in haͤnden traͤget / Wenn ſeiner Mutter wird ein Opffer abgeſchlacht ; Ein bild / das alle Welt faſt anzubeten pfleget / Und das die Schoͤnheit hat mit eigner hand gemacht ; Wir ſind ein koſtbahr Schiff / das reiche Ladung fuͤhret ; Ein Wechſeltiſch / auf dem ein blick dem Golde gleicht ; Ein Buch / das niemand noch hat gaͤntzlich ausſtudieret / Weil jede Sylbe da nach groſſer Klugheit reucht ; Die Schule / wo man lernt / die Schrifft der liebe kennen ; Das thor / bey welchem ſelbſt ein Engel wache haͤlt ; Zwey Schoͤpffer dieſer glut / in der viel tauſend brennen ; Zwey redner / deren Spruch der Maͤnner vorſatz faͤllt ; Zwey Jaͤger / welche frey in allen Waͤldern jagen ; Zwey Schuͤtzen / denen nicht ſo leicht ein Wild entgeht ; Zwo Schweſtern / welche ſtets nur eine Mode tragen / Die immer neu verbleibt und taͤglich netter ſteht ; Zwo braͤute die ein hertz und einen liebſten kuͤſſen / Und doch um deſſen gunſt nicht eiferſuͤchtig ſind ; Zwey ſpiegel / die doch nur ein bild zu zeigen wiſſen ; Ein ſpiel / bey dem man kaufft / verkaufft / verliehrt / gewinnt ; Zwo Kugeln / welche klein an groͤſſe / groß an ſtaͤrcke ; Zwo Uhren / welche doch nur ein gewichte zieht ; Zwey Kuͤnſtler / deren thun beruͤhmte wunderwercke ; Zwo Muſcheln / die man offt voll Waſſer-perlen ſieht ; Zwey Mahler / die ein bild am aͤhnlichſten entwerffen ; Zwey helden / die zwar viel doch einerley / gethan ; Ein Stahl den ſtumpffen Muht der liebenden zu ſchaͤrffen ; Ein Dittrich der die bruſt geſchwind’ eroͤffnen kan ; Wir ſind ein See-Compaß / dem der verliebten Menge / Als ihrem Fuͤhrer folgt ; doch dieſes ſchlechte blat Ja dieſe Welt iſt viel vor unſern ruhm zu enge / Die Welt / die ihren glantz bloß uns zu dancken hat .,642987,"Hingegen wenn es ihm wieder abgenommen , und im Zeughauſe beygeleget wird , ſo heißt es ein Schiff abtackeln , franz. Desagréer , holl. Ontaakelen , ſiehe Abtackeln .",Early-Early,4
salzwasser,3659647,Zink - Salzwaſſer - Kohle- Element 483,5528218,"Eine der bekannteſten dieſer „ künſtlichen Kernſeifen “ iſt die nach ihrem erſten Herſtellungsorte benannte Eſchweger Seife , welche beim Sieden ausgeſalzen und , um ihr den hohen Waſſergehalt mitzuteilen , mit verdünnter Lauge und Salzwaſſer „ gefüllt “ wird .",Late-Late,4
rehbock,2091085,( Beide hängen den Rehbock am Thürpfoſten auf ) .,2091348,"Papa hat’n Rehbock geſchoſſen , ja !?",Late-Late,4
zitronensaft,4640950,Dann gab ich ihr ſtarken Kaffee mit Citronenſaft und dann den Galläpfelaufguß .,2764884,"19. Citronenſaures Natron , hergeſtellt durch Neutraliſieren von Citronenſaft oder kryſtalliſierter Citronenſäure durch Soda , wird vornehmlich in der Zeugdruckerei benutzt .",Late-Late,4
zitronensaft,124028,Bronzebeschlag wird am zweckmässigsten mit Zitronensaft geputzt .,2764612,"Zur Neutraliſation ſaurer Löſungen , wie angeſäuerter Bäder , Citronenſaft u. dergl. ; zur Löſung der in Waſſer unlöslichen Alizarinfarben , ſowie zur Bereitung des Thonerdealuminats ; für letztere beiden Zwecke darf die Natronlauge kein Eiſen enthalten ; ſie muß für dieſe Fälle geprüft werden .",Late-Late,2
ziegenbock,1932696,"Wenn ein junger Menſch einmahl ein Liebes- Finckgen bekommt , den wird es nicht ſo verdacht , als wenn ein alter Ziegenbock Luſt dazu bekommt .",3622115,"denn er zog ſich zuruͤck , wie ein ſtoßender Ziegenbock , bloß um ſeinen Feinden einen deſto heftigern Streich zu verſetzen .",Early-Early,2
zeughaus,2664524,"Allhier iſt ein groſſer Saltz-Handel , wie auch ein gutes Zeughauß .",9485,"Eine Stelle in einer alten Passauer Chronik , welche uns Leber in seinem Werke : „ Das kaiserl. Zeughaus zu Wien mitteilt , berichtet , daſs die Passauer Klingenschmiede das Wolfszeichen 1349 durch Albrecht den Lahmen erhalten hätten .",Cross-Era,2
meerwasser,3928072,Diſere halb-Geographiſche und halb-Chymiſche Gedanken geben mir anlas zu folgendem Vernunft-urtheil / daß die ſalzichten Meerwaſſer durch unterirdiſche Gaͤnge aller Orten hinflieſſen in die Eingeweide der Erden / hoͤher aber nicht ſteigen koͤnnen als das Meer ſelbs iſt / folglich nicht einmal unter der Erden koͤnten hinkommen zu den wurzlen unſerer Schweizeriſchen Gebirgen / wil geſchweigen / auf die Spitzen derſelben / ſo daß alle unſere Lande des Waſſers manglen muͤßten / wann nicht die wunderbare / Allweiſe Guͤte Gottes in denen inneren Kammeren der Erden angezuͤndet hette ein brennendes / oder ſonſt waͤrmendes Feuer / welches die Waſſer verwandelt in Duͤnſte / durch hole Kluͤften auftreibet zu der Oberen / und oberſten Erden Rinde / ja auch in die Luft ſelbs / wo ſie nicht hinderhalten / und in Waſſertroͤpflein verſamlet werden / durch beſchloſſene Felſichte Helme / mit denen inſonderheit verſehen die jenigen hoben Gebirge / welche vil Waſſer von ſich geben / wie zum Exempel koͤnnen dienen die ob Flims in Puͤndten ſtehende Stein Gebirge / und haͤuffige in dem Dorff Flims ſelbs hervor flieſſende Brunn und Bachquellen / von denen anderſtwo zu reden ſeyn wird / ꝛc.,3172561,"Hingegen iſt das meerwaſſer am ſchwereſten , mithin traͤget es auch am ſchwereſten , iedoch traͤget wohl ein ſtrom ſchwerer als der andre .",Early-Early,2
stückwerk,2945680,"Der HErr mache denn mich und dieſe in dem Heyland geliebteſte Freunde recht treue , der Gnade bis ans Ende zu folgen , ſo werden wir in jener frohen Zeit , wenn das Stuͤckwerk aufhoͤren , und das Vollkommene kommen wird , gewiß ganz anders von denen groſſen und ſeligen Thaten der Gnade reden , und in einer triumphierenden Gluͤckſeligkeit uns uͤber die liebreiche Gnadenfuͤhrungen des Heylandes mit allen vollendeten und verklaͤrten Seelen in Ewigkeit erfreuen .",897301,Die Reform blieb Stückwerk und erregte nur den Groll der Handwerker .,Cross-Era,4
wortspiel,5503634,"Solche giengen uͤber die Kunſt zu leſen , uͤber die Beywoͤrter , die gleichguͤltigen Woͤrter , die verſchiedenen Arten der Wortſpiele , die Phantaſieſpiele , die Anbauung der Einbildungskraft in Anſehen der Poeten , uͤber das Phoͤbus , die Fabeln , und dergleichen .",3132744,"Ob die Auferſtehung Chriſti in den Augen des Ordinarii kein Wunder iſt ( welche paradoxe Rede nicht beſſer entſchuldiget werden kan , als wenn man ſie ein Wortſpiel nennet , ) ſo iſt doch das Zeugniß von ſolcher Auferſtehung das eigentlichſte Stuͤck des Apoſtel-Amts , Apg. 1 , 22. c. 2 , 36. c.4 , 33. ꝛc .",Early-Early,4
triebwerk,4601800,"Soll Tomlinſon , ſollen dieſe Weibsleute angenommen und beſchaͤfftiget , ſollen ſo viele Triebwerke mit unſaͤglichen Koſten in Bewegung gebracht ſeyn : und das alles umſonſt ?",5516957,"Er iſt aus zwei Teilen zuſammengeſetzt , nämlich einem Rade N , das ſich um eine Achſe ſehr leicht drehen läßt und einer ſehr feinen Spiralfeder aus Stahl , einer viel zarteren , als diejenige bei A , die man als Triebwerk benutzt .",Cross-Era,4
kreuzzug,3171575,"Daher es gekommen iſt , daß ein und andere bauerguͤter einigen vorzug haben ; immaſen zu den kreuzzuͤgen die guts-herren geld noͤtig hatten , in ſelbigen gar verſturben , die bauern entlifen , oder ſich der iren herren ſchuldigen pflichten und gerechtigkeiten entzogen , folglich ſich frei machten ; auſſer dem die guͤter mit freien leuten bei ermangelung der leibeigenen , auch wohl beſezet wurden , mithin dergleichen inhaber die guͤter unter erleidlichern ſo wohl ertraͤglichern umſtaͤnden erhilten , Boͤhmer de iurium innouatione per expeditiones cruciatas , cap. II. § 9 , von Voltaire in den kleinern hiſtoriſchen ſchriften ſ. 243 .",684004,"Zu gleicher Zeit von zwei Seiten unaufhörlich bekämpft und bedrückt und zertreten — von den orthodoxen Serben und von den stets jedem Wink des römischen Papstes gehorsamen Ungarn — , die blutigen Opfer also eines ununterbrochenen zwiefachen Kreuzzuges , hielt dieses kleine Volk an seinem Glauben durch Jahrhunderte fest ; die Gräber seiner bogumilischen Helden zieren noch heute die Bergesspitzen , wohin die Leichen , der zu befürchtenden Schändung wegen , hinaufgetragen wurden .",Cross-Era,4
hausstand,3419516,"Die Verwaltung des Hausſtandes bleibet freilich die Hauptpflicht und Beſchaͤftigung unſeres Geſchlechtes : ſolche zu verſaͤumen , oder auch nur nachlaͤſſig zu beobachten , iſt demſelben allemal eine groͤſſere Unehre , als alle Scharfſinnigkeit und Gelehrſamkeit erſetzen kann .",657441,"Endlich haben Aeltern und Vormuͤnde noch ( 9 ) auf den kuͤnftigen Handelspatron zu ſehen , und zwar a ) auf deſſen Perſon , immaßen es unter Kaufleuten nicht an ſolchen fehlet , die entweder ihren Dienſtboten ſo uͤbel und unvernuͤnftig begegnen , daß ein jeder billig Bedenken traͤgt , ihm ſein Kind anzuvertrauen ; oder die den Jhrigen nicht mit guten Beyſpielen vorgehen : b ) auf deſſen Handlung ſelbſten , ob darinnen was rechtſchaffenes zu lernen ſey , oder nicht ; und c ) auf deſſen Haushaltung oder Hausſtand , ob naͤmlich die Hausfrau wiſſe , was dem Geſinde gebuͤhret ; ob Friede und Einigkeit zwiſchen Mann und Weib , und auch dem Geſinde ſey ꝛc .",Early-Early,4
stückwerk,1210625,"An manchem zu seiner Zeit durch die ganze Welt verbreiteten Aberglauben , welcher später zu einem christlichen Dogma umgestaltet ward , geht er lächelnd vorüber , wie er z. B. von den Engeln meint , man habe » nie keins gesehen « ( Col. II , 18 ) und solle sich nicht durch solche Vorstellungen » das Ziel verrücken lassen « ; er gesteht auch freimütig : » unser Wissen ist Stückwerk ; wir sehen jetzt wie in einem Spiegelbild nur Rätselhaftes « ( I. Cor. XIII , 9 , 12 ) , und darum kann es ihm auch gar nicht einfallen , seinen lebendigen Glauben in dogmatisches Stückwerk einzuschrauben : kurz , Paulus war noch ein freier Mann gewesen .",2869448,"Es entſtand die Frage : Sollte das Stückwerk , das man vorderhand in Angriff nahm , als eine Erfüllung des alten Verſprechens gelten ?",Late-Late,2
trauerspiel,5503423,"Ein halb mit Pikelſchertz vermengtes Operettchen , Ein ſtinkender Roman von raſenden Chryſettchen , Ein geiles Myrthenlied , und ein nach dem Adon Des uͤppigen Marin erbauter Venusthron , Der der Geliebten Schoos bis auf den Grund entdecket , Und Buͤſch und Bruͤnnen draus , und Vogelneſter hecket ‒ ‒ ‒ ‒ ‒ ‒ ‒ ‒ Ein rohes Trauerſpiel , in dem die Regeln fehlen , Und ſo viel Schnizer faſt , als Sylben ſind , zu zehlen ; Ein Brief , den Adam ſchon der Eva zugeſandt , Da beyde dazumahl doch keine Schrift gekandt ; Ein kreiſſendes Sonnet , das mit dem Tode ringet , Und der Gedanken Rad , ſo wie die Reimen zwinget , Und ein nach Poͤbelart geprieſner Buhlerblick Jſt oft bey dieſer Zeit das groͤſte Meiſterſtuͤck .",2856691,"Das wird manchen weg und umweg kosten ; es scheint sogar geraten , zunächst einen holzweg einzuschlagen , weil in der litteraturgeschichte die holzwege die betretensten zu sein pflegen . die komödie ist viel verständlicher als die tragödie : fangen wir mit ihr an . das muſs dem modernen doch sehr aussichtsvoll erscheinen . denn wir sehen mit recht trauerspiel und lustspiel nur als zwei arten derselben gattung , der dramatischen poesie , an . darin sind uns die peripatetiker vorangegangen , und logisch ist es gewiſs . nur hat es für Athen keinen sinn . dort konnte zwar der gröſste philosoph , zugleich der gröſste dichter , auf den gedanken dieser einheit kommen , aber selbst er lieſs es nur in der vorgerücktesten weinlaune aussprechen . in der praxis waren komödie und tragödie zwei so grundverschiedene dichtungsgattungen , daſs es gleich ungeheuerlich erschien , Aristophanes eine tragödie , Agathon eine komödie dichtend zu denken ; woran nichts geändert wird , auch wenn in den zeiten des verfalls geringere leute diesen versuch gemacht haben , wie z. b. von Timokles feststeht . für Athen ist das dramatische etwas accessorisches sowol in der komödie wie in der tragödie . die übergeordnete gattung könnte nur dionysisches festspiel heiſsen , wo dann aber sofort der dithyrambos als dritte gleichberechtigte art hinzutreten und diesen versuch einer definition unbrauchbar machen würde . für uns ist das dramatische entscheidend , ist aber auch die sonderung in tragödie und komödie eine inhaltsleere concession an die antike , welche nur zu der annahme von bastardgattungen wie des s. g. schauspieles oder dramas führt . wir wissen also im voraus , daſs wir zum ziele über die komödie nicht kommen können ; aber bei wege dürfte doch manche wichtige belehrung abfallen .",Cross-Era,2
uhrwerk,479919,"So will der himmel doch ein uhrwerck aus mir machen , Wo der gedancken lauff an ſtatt der raͤder iſt .",6068559,"14. 15. ) 2. Uhrwercke und Compaſſe mit guͤldenen Gehaͤuſen , und ſtarck mit Steinen beſetzt , worinnen zu oberſt die Magnet-Nadel befindlich .",Early-Early,4
seewasser,648124,"Ja wie das Seewaſſer dem Fließwaſſer an Guͤte gleich koͤmmt , ſo thut es ſolches auch am Nutzen. d )",4211101,"Dieſer Deckel iſt an dem Fiſche , der in der Schale wohnet , veſte gemacht , ſo daß dieß Thier , wenn es ſich tieff in ſein Haus hinein begiebet , den Deckel nach ſich ziehet , und das Loch der Schale oder die Oeffnung dermaſſen genau verſchließt , daß kein Troͤpflein Seewaſſers hinein zu tringen vermag .",Early-Early,2
sonnenschein,4066292,"O Maitag , Sonnenſchein und Blüthenregnen , Noch heut muß ich euch tauſendfältig ſegnen !",4929046,"Es war Prachtwetter , aber ſcharfe Luft , ſo daß man trotz Sonnenſchein fröſtelte .",Late-Late,4
rehbock,5100728,"Nämlich : in ſolche Paſteten thut man das Allerbeſte hinein : Rebhühnlein , Faſanen , Spanferkeln , Knödl mit Sauerkraut , Haſen , ganze Rehböck und oft die beſten Süßigkeiten mit allerhand Obſt und geſchnittene Nudel dazu mit chineſiſchem Pfeffer .",2543585,In einer Winternacht hatte der Schnellzug einen Rehbock überfahren .,Late-Late,4
windspiel,4639555,"Bei dem letzten Worte blickte er auf das Windſpiel , welches neben meinem Pferde hertrabte ; ich war ſo vorſichtig geweſen , es mittels einer Leine an meinen Steigbügel zu binden .",1093229,"Auch die Erfahrungen der Thierzüchter sind dieser Vermuthung nicht günstig , denn bei Rennpferden , Windspielen und Cochinchinahühnern bleibt das Zahlengleichgewicht der Geburten ungestört , obgleich die strengste Polygamie herrscht .",Late-Late,1
mauerwerk,3947296,"Fuͤrnehmlich gedencket bevtervs l. c. daß die Alanen Sagunt zerſtoͤhret gehabt , von deſſen praͤchtigen theatro nur einiges Maurwerck ſtehen geblieben , davon der Ort den Namen Murovieio , itzo Morviedro bekommen .",4862416,"Die Stein-Eule iſt der Horn-Eule in allen gleich , auſſer , daß dieſelbe nicht wie jene ſich in hohlen Baͤumen aufhaͤlt , ſondern lieber das alte Mauerwerck zu ihrer Wohnung aufſucht .",Early-Early,2
mauerwerk,1355287,"Zweckmäßig iſt es , den Sturz mit dem Mauerwerk zu verankern .",2461735,Die Sandfüllung zwischen dem inneren und äuſseren Ofen war zum Schutze des Mauerwerks vor Hitze wie vor Feuchtigkeit sehr zweckmäſsig .,Late-Late,2
brunnenwasser,5083046,"Nimm 2. Maas Spiritus vini 4. Loth Zimmet und halb ſo viel Naͤgelein / Moos und Cardomoͤmlein jedes 1. Loth / laſſe es 24. Stunden oder nur eine Nacht uͤber dem Spiritu vini ſtehen / alsdann 4. Pfund guten Zucker / in anderthalb Maas Brunnenwaſſer zerlaſſen / und uͤber das Feuer geſetzt / aber nicht eher abgeſchaumet / biß der Zucker clarificirt iſt ; hernach ein halb Cochenillen oder grana Kermes im Moͤrſel klein geſtoſſen / 14. oder 15. Tropffen Olei Tartari darein getroͤpffelt / und ferner des beſten Spiritus vini ſo viel zur Ausziehung genug iſt / darzu gegoſſen / ſo wird es innerhalb 24. Stunden eine ſchoͤne Tinctur geben / den Ros Solis darmit nach Belieben zu faͤrben / weiter nimm 4. Gran Ambra gryſea , 4. Gran / Moſohus reibe beydes mit ein klein wenig Zucker-Candi unter einander / thue es in ein Glaͤslein / und geuß darauff 1. Loͤffel voll Spiritus Roſarum / laſſe es auch 24. Stunden ſtehen / miſche es mit dem Ros Solis und laſſe es durch ein ſauber Tuch lauffen .",2245349,"Nehmet 3 viertel Pfund klein geraſpelt Hirſchhorn , thut es in einen neuen Topff , gieſſet helles Brunnenwaſſer drauf , und laſſets eine halbe Stunde ſtehen .",Early-Early,4
ziegenbock,4431971,Allhier ſind die Grammatici Streitbare Ziegenboͤcke .,2584861,"Oder : Nimm geläuterten Honig , frischen Harn vom Ziegenbock , Alaun , Borax , Olivenbaumöl und Salz , und nachdem du diese gehörig gemischt hast , tauche das Eisen hinein und lösche es ab ( idem ) .",Cross-Era,4
uhrwerk,4044332,Kein uhrwerck ſtimmt ſo gut / als wort und thaten ein .,101356,"7. Wenn nun der Menſch ſoll und kan ſeine Zunge im Zaum halten , wo wollen denn heute zu Tage die falſchen Philoſophi mit ihrem Mechaniſmo bleiben , welchen ſie auch auf alle willkuͤhrliche Bewegungen und Handlungen des Leibes extendiren , und ſtatuiren , daß die Seele damit gar nichts zu thun habe , ſondern daß ſie alle von ſich ſelbſt kaͤmen nach den Mechaniſchen Geſetzen der Bewegung , und daß der Menſch gleichſam wie ein Raͤdlein an dem groſſen Uhrwercke des gantzen Welt-Gebaͤudes ſey , und an ihm nach Leib und Seele alles unwandelbarer und nothwendiger Weiſe geſchehe ?",Early-Early,2
hausstand,657441,"Endlich haben Aeltern und Vormuͤnde noch ( 9 ) auf den kuͤnftigen Handelspatron zu ſehen , und zwar a ) auf deſſen Perſon , immaßen es unter Kaufleuten nicht an ſolchen fehlet , die entweder ihren Dienſtboten ſo uͤbel und unvernuͤnftig begegnen , daß ein jeder billig Bedenken traͤgt , ihm ſein Kind anzuvertrauen ; oder die den Jhrigen nicht mit guten Beyſpielen vorgehen : b ) auf deſſen Handlung ſelbſten , ob darinnen was rechtſchaffenes zu lernen ſey , oder nicht ; und c ) auf deſſen Haushaltung oder Hausſtand , ob naͤmlich die Hausfrau wiſſe , was dem Geſinde gebuͤhret ; ob Friede und Einigkeit zwiſchen Mann und Weib , und auch dem Geſinde ſey ꝛc .",3872800,"Die muſikaliſche Soiree bei Gieshübler hatte Mitte Dezember ſtattgefunden , gleich danach begannen die Vorbereitungen für Weihnachten , und Effi , die ſonſt ſchwer über dieſe Tage hingekommen wäre , ſegnete es , daß ſie ſelber einen Hausſtand hatte , deſſen Anſprüche befriedigt werden mußten .",Cross-Era,4
leinöl,4208952,"Die Europaͤer machen es in einem Moͤrſel mit Leinoͤl an , und daraus , nachdem ſie es genugſam geſtoſſen , eine Maſſa , die ſie nach Franckreich verſenden , woſelbſt es gebraucht , und das Wachs , wenn es zu blaß iſt , gelb damit gefaͤrbet wird .",4213049,"DJß iſt eigentlich zu reden , ein Praͤcipitat , den man aus dem Laſurſtein , vermittelſt eines Teigs oder Paſta von Schmierpech und gelben Wachs , Leinoͤl , und andern dergleichen Dingen gemacht , bereitet .",Early-Early,4
bildhauer,4989255,"Bey Streitberg im Burggraffthum oberhalb Gebuͤrgs liegt Wuͤſtenſtein / wenn man von dar nacher Truppach gehet / findet man eine Art groſſer und kleiner Steine / deren etliche gar viel Pfund ſchwer ſeynd / auf freyem Felde / auf deren Superficie , ſo breit als ſolche iſt / die alleraccurateſte und netteſte Form einer Schnecken-Windung zu ſehen / eben als ob ſie durch kuͤnſtliche Hand eines Bildhauers zubereitet worden / und wann man etwas oben davon herabſchlaͤget / ſo zeiget ſich unter derſelben eben dieſe Figur in ihrer Proportion wieder / ſo daß auch hieraus die wundervolle Weißheit des Schoͤpffers erhellet .",3864039,"Da vernahm man , wie Bildhauer Wichmann aus Berlin , der die lebensgroße Statue der Kaiſerin ausführte , gerührt , entzückt erzählte : der Kaiſer habe bei Beſichtigung der Arbeit ausgerufen : » Ja , ja , das ſind die edlen Züge meiner Matuſchka ( Mütterchen ) — das iſt das klaſſiſche Profil meiner Alexandra , der herrliche Nacken …",Cross-Era,2
windspiel,963312,"Es iſt bekant , daß ein Windſpiel den Fuchß nicht beiſſen will , weil ſolcher das Windſpiel leicht lahm zu beiſſen pfleget , daß es gar abgeſchaffet werden muß ; Hat man alſo hier eine Art Zwitter , welche hierzu abſonderlich angefuͤhret werden , und eine ſonderliche beyßigte Art von Natur an ſich haben .",2205775,"Das Windſpiel hat im rauhen Geklüft ſein Beinchen gebrochen , auch eine innere Verletzung erlitten .",Cross-Era,4
zitronensaft,2247276,"Beym Anrichten druͤcket Citronenſafft hinein , ſo kan es aufgetragen werden .",2247674,"Ihr duͤrffet hier keinen Citronenſafft drein druͤcken , ſo ſind ſie fertig .",Early-Early,4
feuerwerk,4284963,"Und wäre dies winzigſte Fünkchen Zufall nicht geweſen , ſo hätten wir oben ein ganz anderes Feuerwerk erhalten !",2329899,Dann wieder gab es ein Feuerwerk .,Late-Late,4
grundfläche,4113052,"Als hier zum Exempel , wie AC gegen ED und zwar alſo / daß die aͤuſerſten von dieſen drey Eck-Kegeln / eben die Hoͤhe des vorgegebenen Stuͤcks haben / der eine aber mit der Grundflaͤche ABC . und der andere mit der Grundflaͤche EFD . der Erſte iſt hier ABCD. der andere AEBD . und der dritte EFDB .",5512798,"Fragt man , welchen Betrag G · h eines Fallhammers haben muss , um einen vorgeschmiedeten und dabei bis zur Kirschrothhitze abgekühlten Gegenstand von F qmm Grundfläche in ein Gesenk zu schlagen , wenn das Verdrängen längs dieser Fläche im Mittel e = 2 mm beträgt , so enthält man nach Gl. 128 :",Cross-Era,2
streitsache,3475480,"Es regierte damahls zu Rom nach Adriani Hintritt / Johannes VIII , der An. 873. zur Paͤbſtlichen Wuͤrde kommen war / ein Mann von ziemlich guten Gemuͤth / aber ſehr opiniatre und eigenſinnig / dabey auch etwas grauſam ( wie ihn ein alter Scribent nennet ) welches er in der Streitſache mit den Patriarchen zu Conſtantinopel ziemlich ſehen lieſſe .",1284213,Denn der König kann Billigkeit walten und die Streitsache ex aequitate entscheiden lassen .,Cross-Era,2
seewasser,4615649,"Schnepfen und Strandläufer ; hier scheint in den Namen Verwirrung zu herrschen ; shingi ( sigi ) , von Medhurst als Schnepfe erklärt , ist nach mehreren Bilderbüchern eine Art Strandläufer , mit nicht besonders langem Schnabel , im Wasser watend , nach der Umgebung zu schliessen , bald Süss- , bald Seewasser ; in der Encyclopädie dagegen ist der Vogel dieses Namens im Flug abgebildet , mit grossem Kopf und starkem Schnabel , als ob er sich eben in’s Wasser herabstürzen wollte , was nur auf einen Eisvogel passt , dazu mit feingeschecktem Gefieder und verhältnissmässig gross , also vielleicht Alcedo lugubris Schlegel .",6107559,"Ich mußte aufſtehen , um mir ihn ſelbſt aus den Waſſerfäſſern an Deck zu holen , wenn auch der kalte Wind mich eiſig durchſchauerte und ich von überſpritzendem Seewaſſer durchnäßt in meine Coje zurückkehrte .",Late-Late,4
wunderwerk,1713746,"Die mancheſterliche Nationalökonomie betrachtete von ihrem technologiſch-individualiſtiſchen Standpunkte aus die Arbeitsteilung als eine Art Wunderwerk , als eine präſtabilierte Harmonie , in die ſich die ſelbſtändig und iſoliert gedachten Individuen unbewußt oder gelockt durch die Vorteile des Tauſchverkehrs gleichſam willenlos einfügen .",2558151,"Um den ganzen Firth ziehen sich viele Niederlassungen hin , auch wird derselbe in seiner ganzen Ausdehnung von Eisenbahnlinien umsäumt ; ja im Hintergrunde der Bucht erregt ein Wunderwerk moderner Technik , die grosse Eisenbahn-Forthbrücke , unsere ganz besondere Aufmerksamkeit .",Late-Late,2
schauspiel,4462336,"Wenn ich ans Fenſter und nach der nächſten Gaslaterne hinüberſehe , kann ich mich nur ſchwer von dem ſchönen Schauſpiel losreißen ; von allen Naturerſcheinungen bringt der Schneefall ( vom warmen Zimmer aus geſehen ) die behaglichſten Bilder und Traumminuten mit ſich .",1310579,"„ Es ist Etwas daran , antwortete der Gewissenhafte und legte den Finger an die Nase , es ist Etwas an diesem Schauspiele , das meinem Gewissen sogar wohlthut .",Late-Late,4
tagewerk,3307356,"Als dieſer Strahl ſorgfältig auf die Tortur geſpannt war , wollte Reinhart ungeſäumt ſein Tagewerk beginnen , nahm Papier und Bleiſtift zur Hand und guckte hinein , um da fortzufahren , wo er geſtern ſtehen geblieben .",520155,"Das iſt der Gruß und Gegengruß auf dem Gebiete der Wiſſenſchaft , die brüderliche Genoſſenſchaft , die wechſelſeitige Handreichung bei dem gemeinſamen Tagewerke .",Late-Late,4
grundfläche,3655431,Der im Mittelpunkte der Membrane mit dieſer verbundene Kupfercylinder K ragt einige Millimeter weit in das Glasrohr hinein und ruht mit ſeiner etwas ausgehöhlten Grundfläche auf der erſten der ſechs Kohlenkugeln in dem Rohre auf .,1601313,"Die Projektion der Fläche nach der Windrichtung beträgt einschlieſslich der Flächendicke über 1/10 ihrer ganzen Grundfläche und dennoch schiebt der Wind die Fläche nicht zurück , indem der Hebel bei schwachen Pendelbewegungen die vertikale Lage behauptet .",Late-Late,3
stückwerk,2873015,"Gleich nachher baten Deſſau und Bernburg um die Aufnahme einiger Aemter in die Zollgemeinſchaft und empfingen , auf Motz’s Betrieb , die Antwort : mit ſolchem Stückwerk ſei nichts gethan ; wollten die Herzöge mit ihren geſammten Gebieten beitreten , ſo würde man ſie willkommen heißen .",2856976,"es redet durch sie das fühlen und denken eines ganzen volkes , und die zeit , wo sie blüht , ist ihres volkes blüte . die ganze geschichtliche entwickelung der Hellenen strebt auf diese zeit zu , die ganze entwickelung der hellenischen poesie strebt auf die tragödie zu . somit ist sie nicht nur ein geschichtliches object von ganz einziger bedeutung , sondern es wird auch jede theoretische untersuchung nicht bloſs der dramatischen sondern überhaupt aller poesie jämmerliches stückwerk sein , wenn sie nicht die attische tragödie verstanden hat . das kann sie nicht aus sich , würde sie selbst beim besten willen nicht können . die philologie aber verwirkt das recht , kenntnislose hoffart und flache geistreichigkeit zurückzuweisen , wenn sie nicht ihre pflicht erfüllt und das rechte , das geschichtliche verständnis der philosophischen betrachtung übermittelt , auf daſs diese dann in voller freiheit damit schalte . weil er ( wie zu unterschiedlichen anderen schätzen ) zur attischen tragödie allein die schlüssel führt , werden poesie und philosophie in alle ewigkeit des philologen nicht entraten können .",Late-Late,2
meerwasser,1128106,Sie waren zum Teil durch den Sturz und das Meerwaſſer beſchädigt .,1597209,Man ist damit sparsam und hilft vielfach durch Destillation von Meerwasser nach .,Late-Late,4
